"Image_date","area_kelp","Year","month","day","hour","Caldera","Valparaiso","tide","tide.caldera","tide.valparaiso","localpass","perfecttide","perfect.tide.sat"
2018-12-30,5.085084562,2018,12,30,12,1.064,0.67,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-02-13,6.499611456,2019,2,13,12,0.975,0.794,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-02-23,1.762384012,2019,2,23,11,0.563,0.349,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-02-23,1.762384012,2019,2,23,12,0.689,0.414,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-03-10,1.7992889895,2019,3,10,11,0.923,0.681,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-05-09,0.239949374,2019,5,9,11,0.907,0.36,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-05-09,0.239949374,2019,5,9,12,1.038,0.381,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-06-08,2.1578052045,2019,6,8,11,0.856,0.34,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-06-08,2.1578052045,2019,6,8,12,0.906,0.34,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-07-23,1.151297536,2019,7,23,11,0.93,0.55,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-07-23,1.151297536,2019,7,23,12,0.948,0.467,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-07,0.947367875,2019,8,7,11,0.901,0.435,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-07,0.947367875,2019,8,7,12,0.807,0.281,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-22,1.1584111615,2019,8,22,12,0.955,0.528,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-22,1.1584111615,2019,8,22,11,1.003,0.567,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-01,0.772100271,2019,9,1,11,1.074,0.397,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-16,0.91435623,2019,9,16,11,0.951,0.443,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-21,1.311452336,2019,9,21,12,0.924,0.527,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-21,1.311452336,2019,9,21,11,0.998,0.625,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-10-21,0.819232823,2019,10,21,12,0.96,0.591,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-10-21,0.819232823,2019,10,21,11,1.091,0.745,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-11-15,5.820594954,2019,11,15,12,1.042,0.569,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-11-15,5.820594954,2019,11,15,11,0.849,0.411,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-11-30,4.874188957,2019,11,30,11,0.739,0.287,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-11-30,4.874188957,2019,11,30,12,0.849,0.324,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-12-30,2.3557199205,2019,12,30,12,0.864,0.321,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-12-30,2.3557199205,2019,12,30,11,0.808,0.317,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-01-29,0,2020,1,29,11,0.808,0.42,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-01-29,0,2020,1,29,12,0.902,0.43,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-03,2.0667091675,2020,2,3,12,1.113,0.787,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-08,4.575428654,2020,2,8,11,1.179,0.714,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-13,2.200980609,2020,2,13,12,0.728,0.129,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-13,2.200980609,2020,2,13,11,0.644,0.128,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-03-14,3.5083928505,2020,3,14,11,0.66,0.16,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-03-14,3.5083928505,2020,3,14,12,0.695,0.175,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-03-24,0.521214227,2020,3,24,11,1.145,0.605,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-13,2.068162329,2020,4,13,12,0.784,0.371,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-13,2.068162329,2020,4,13,11,0.792,0.39,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-28,3.538158234,2020,4,28,11,0.902,0.512,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-28,3.538158234,2020,4,28,12,0.991,0.567,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-05-13,0.9760625755,2020,5,13,12,0.947,0.502,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-05-13,0.9760625755,2020,5,13,11,0.943,0.556,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-07-22,2.158878722,2020,7,22,11,1.15,0.629,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-06,0.455053243,2020,8,6,11,1.018,0.382,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-11,0.556446838,2020,8,11,11,1.143,0.707,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-11,0.556446838,2020,8,11,12,1.058,0.616,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-21,1.1814735965,2020,8,21,11,1.001,0.4,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-09-10,0.9639821205,2020,9,10,12,0.971,0.634,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-09-10,0.9639821205,2020,9,10,11,1.056,0.722,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-05,2.8787379475,2020,10,5,12,1.021,0.48,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-05,2.8787379475,2020,10,5,11,0.877,0.295,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-10,4.2410594035,2020,10,10,12,1.043,0.684,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-20,1.282091415,2020,10,20,11,0.671,0.123,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-20,1.282091415,2020,10,20,12,0.829,0.263,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-11-29,2.183521982,2020,11,29,11,1.178,0.666,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-12-19,4.3403642885,2020,12,19,12,0.704,0.243,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-12-19,4.3403642885,2020,12,19,11,0.692,0.35,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-03,5.179875164,2021,1,3,11,0.746,0.336,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-03,5.179875164,2021,1,3,12,0.755,0.34,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-13,4.749679968,2021,1,13,11,1.021,0.485,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-28,3.273848523,2021,1,28,11,1.078,0.541,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-04-03,0.372364364,2021,4,3,12,0.773,0.449,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-04-03,0.372364364,2021,4,3,11,0.806,0.496,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-04-13,0.949932795,2021,4,13,11,1.186,0.618,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-05-28,0.074440775,2021,5,28,11,1.146,0.525,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-06-02,0.2978336465,2021,6,2,12,1.104,0.667,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-06-02,0.2978336465,2021,6,2,11,1.182,0.768,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-02,1.2121328005,2021,7,2,12,1.124,0.719,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-17,0.831549557,2021,7,17,11,1.014,0.602,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-17,0.831549557,2021,7,17,12,0.925,0.473,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-27,0.6479856265,2021,7,27,12,1.012,0.435,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-27,0.6479856265,2021,7,27,11,0.753,0.204,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-08-11,0.686691702,2021,8,11,11,0.959,0.456,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-08-26,2.5182113415,2021,8,26,12,0.937,0.308,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-08-26,2.5182113415,2021,8,26,11,0.751,0.169,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-10,0.463290546,2021,10,10,11,0.667,0.171,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-10,0.463290546,2021,10,10,12,0.816,0.282,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-25,0.93510964,2021,10,25,12,0.768,0.324,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-25,0.93510964,2021,10,25,11,0.724,0.301,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-03,1.952888214,2022,1,3,12,1.177,0.659,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-03,1.952888214,2022,1,3,11,0.927,0.382,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-18,3.850433158,2022,1,18,11,0.91,0.4,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-18,3.850433158,2022,1,18,12,1.055,0.62,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-23,8.852975405,2022,1,23,12,0.73,0.294,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-23,8.852975405,2022,1,23,11,0.761,0.359,"low","low","low","oksatellite","perfecttide","perfect satellite"
