"Image_date","area_kelp","Year","month","day","hour","Caldera","Valparaiso","tide","tide.caldera","tide.valparaiso","localpass","perfecttide","perfect.tide.sat"
2017-10-21,14.705681972,2017,10,21,11,0.929,0.31,"low","low","low","oksatellite","perfecttide","perfect satellite"
2017-11-05,3.86040241233333,2017,11,5,11,0.979,0.4,"low","low","low","oksatellite","perfecttide","perfect satellite"
2017-11-10,18.9486541215,2017,11,10,12,0.764,0.4,"low","low","low","oksatellite","perfecttide","perfect satellite"
2017-11-10,18.9486541215,2017,11,10,11,0.938,0.64,"low","low","low","oksatellite","perfecttide","perfect satellite"
2017-11-25,23.22542904225,2017,11,25,11,0.931,0.61,"low","low","low","oksatellite","perfecttide","perfect satellite"
2017-11-25,23.22542904225,2017,11,25,12,0.838,0.5,"low","low","low","oksatellite","perfecttide","perfect satellite"
2017-12-10,1.0846285405,2017,12,10,12,0.893,0.58,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-05,1.99831783233333,2018,3,5,11,0.64,0.19,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-05,1.99831783233333,2018,3,5,12,0.812,0.3,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-10,6.3823181115,2018,3,10,11,1.134,0.78,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-10,6.3823181115,2018,3,10,12,1.022,0.74,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-20,10.750570589,2018,3,20,12,1.092,0.46,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-20,10.750570589,2018,3,20,11,0.836,0.28,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-25,2.65482884375,2018,3,25,11,1.091,0.77,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-03-25,2.65482884375,2018,3,25,12,0.984,0.66,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-04-19,5.67135324925,2018,4,19,12,1.108,0.58,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-04-19,5.67135324925,2018,4,19,11,0.887,0.37,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-05-04,2.106067221,2018,5,4,12,1.074,0.58,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-05-04,2.106067221,2018,5,4,11,0.949,0.48,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-06-03,31.43029982,2018,6,3,11,0.939,0.44,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-06-03,31.43029982,2018,6,3,12,1.031,0.5,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-07-18,18.7181042766667,2018,7,18,12,0.79,0.35,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-07-18,18.7181042766667,2018,7,18,11,0.836,0.44,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-07-28,2.591601342,2018,7,28,11,1.207,0.64,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-09-01,22.37618215,2018,9,1,11,0.839,0.39,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-09-01,22.37618215,2018,9,1,12,0.852,0.35,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-09-11,1.398990234,2018,9,11,11,1.045,0.38,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-09-16,8.941948997,2018,9,16,11,1.008,0.66,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-09-16,8.941948997,2018,9,16,12,0.903,0.52,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-10-01,5.86554046475,2018,10,1,12,0.923,0.47,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-10-01,5.86554046475,2018,10,1,11,1.015,0.59,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-10-26,8.53662217233333,2018,10,26,11,1.006,0.33,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-11-15,16.78779895725,2018,11,15,12,1.051,0.7,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-11-25,29.19470186275,2018,11,25,11,0.899,0.28,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-11-25,29.19470186275,2018,11,25,12,1.125,0.47,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-12-10,8.0981180105,2018,12,10,12,0.838,0.29,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-12-10,8.0981180105,2018,12,10,11,0.726,0.2,"low","low","low","oksatellite","perfecttide","perfect satellite"
2018-12-30,21.91342494825,2018,12,30,12,1.064,0.67,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-02-13,6.12894483275,2019,2,13,12,0.975,0.794,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-03-10,4.43843117225,2019,3,10,11,0.923,0.681,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-05-09,1.573861859,2019,5,9,11,0.907,0.36,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-05-09,1.573861859,2019,5,9,12,1.038,0.381,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-06-08,3.38012476925,2019,6,8,11,0.856,0.34,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-06-08,3.38012476925,2019,6,8,12,0.906,0.34,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-07-23,5.85289272566667,2019,7,23,11,0.93,0.55,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-07-23,5.85289272566667,2019,7,23,12,0.948,0.467,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-07,2.668936075,2019,8,7,12,0.807,0.281,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-07,2.668936075,2019,8,7,11,0.901,0.435,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-22,4.10233698475,2019,8,22,12,0.955,0.528,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-08-22,4.10233698475,2019,8,22,11,1.003,0.567,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-01,1.02847534375,2019,9,1,11,1.074,0.397,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-16,1.88636946375,2019,9,16,11,0.951,0.443,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-21,5.68830741525,2019,9,21,11,0.998,0.625,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-09-21,5.68830741525,2019,9,21,12,0.924,0.527,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-10-21,8.14555673875,2019,10,21,12,0.96,0.591,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-10-21,8.14555673875,2019,10,21,11,1.091,0.745,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-11-15,15.76117280825,2019,11,15,12,1.042,0.569,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-11-15,15.76117280825,2019,11,15,11,0.849,0.411,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-12-30,0,2019,12,30,12,0.864,0.321,"low","low","low","oksatellite","perfecttide","perfect satellite"
2019-12-30,0,2019,12,30,11,0.808,0.317,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-03,3.64134876175,2020,2,3,12,1.113,0.787,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-08,1.550827491,2020,2,8,11,1.179,0.714,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-13,2.6622580515,2020,2,13,12,0.728,0.129,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-02-13,2.6622580515,2020,2,13,11,0.644,0.128,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-03-14,1.73654982775,2020,3,14,12,0.695,0.175,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-03-14,1.73654982775,2020,3,14,11,0.66,0.16,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-13,3.94655111975,2020,4,13,12,0.784,0.371,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-13,3.94655111975,2020,4,13,11,0.792,0.39,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-28,8.26434536925,2020,4,28,11,0.902,0.512,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-04-28,8.26434536925,2020,4,28,12,0.991,0.567,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-05-13,4.13727729975,2020,5,13,12,0.947,0.502,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-05-13,4.13727729975,2020,5,13,11,0.943,0.556,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-06-12,0.582622855,2020,6,12,11,1.026,0.64,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-06-12,0.582622855,2020,6,12,12,0.988,0.557,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-07-22,5.01666330325,2020,7,22,11,1.15,0.629,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-06,0.734839965,2020,8,6,11,1.018,0.382,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-11,1.638238636,2020,8,11,12,1.058,0.616,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-11,1.638238636,2020,8,11,11,1.143,0.707,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-21,1.0821775745,2020,8,21,11,1.001,0.4,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-08-26,4.94513551,2020,8,26,12,1.033,0.789,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-09-10,2.2736679585,2020,9,10,11,1.056,0.722,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-09-10,2.2736679585,2020,9,10,12,0.971,0.634,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-05,7.980608381,2020,10,5,11,0.877,0.295,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-05,7.980608381,2020,10,5,12,1.021,0.48,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-10,11.69066133175,2020,10,10,12,1.043,0.684,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-20,13.0486479265,2020,10,20,11,0.671,0.123,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-10-20,13.0486479265,2020,10,20,12,0.829,0.263,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-11-29,3.969618276,2020,11,29,11,1.178,0.666,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-12-04,1.3898978655,2020,12,4,12,0.802,0.29,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-12-04,1.3898978655,2020,12,4,11,0.741,0.25,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-12-19,7.5887273955,2020,12,19,12,0.704,0.243,"low","low","low","oksatellite","perfecttide","perfect satellite"
2020-12-19,7.5887273955,2020,12,19,11,0.692,0.35,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-03,1.268126522,2021,1,3,11,0.746,0.336,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-03,1.268126522,2021,1,3,12,0.755,0.34,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-13,8.947596529,2021,1,13,11,1.021,0.485,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-01-28,0.8749529155,2021,1,28,11,1.078,0.541,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-02-17,13.239738117,2021,2,17,12,0.831,0.41,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-02-17,13.239738117,2021,2,17,11,0.792,0.433,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-03-19,0.099944797,2021,3,19,12,0.943,0.572,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-03-19,0.099944797,2021,3,19,11,0.942,0.543,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-04-03,0,2021,4,3,11,0.806,0.496,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-04-03,0,2021,4,3,12,0.773,0.449,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-04-13,0.09050193,2021,4,13,11,1.186,0.618,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-05-03,10.95677773,2021,5,3,12,0.965,0.634,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-05-03,10.95677773,2021,5,3,11,1.016,0.693,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-05-28,1.182035865,2021,5,28,11,1.146,0.525,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-06-02,2.21612864666667,2021,6,2,12,1.104,0.667,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-06-02,2.21612864666667,2021,6,2,11,1.182,0.768,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-02,2.213662417,2021,7,2,12,1.124,0.719,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-17,1.71277680066667,2021,7,17,12,0.925,0.473,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-17,1.71277680066667,2021,7,17,11,1.014,0.602,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-27,0.876670197,2021,7,27,12,1.012,0.435,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-07-27,0.876670197,2021,7,27,11,0.753,0.204,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-08-11,1.007194284,2021,8,11,11,0.959,0.456,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-08-26,1.92882346675,2021,8,26,12,0.937,0.308,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-08-26,1.92882346675,2021,8,26,11,0.751,0.169,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-10,1.8322469125,2021,10,10,12,0.816,0.282,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-10,1.8322469125,2021,10,10,11,0.667,0.171,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-25,17.35958220525,2021,10,25,12,0.768,0.324,"low","low","low","oksatellite","perfecttide","perfect satellite"
2021-10-25,17.35958220525,2021,10,25,11,0.724,0.301,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-03,0,2022,1,3,12,1.177,0.659,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-03,0,2022,1,3,11,0.927,0.382,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-18,11.06474962025,2022,1,18,11,0.91,0.4,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-18,11.06474962025,2022,1,18,12,1.055,0.62,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-23,9.74651703525,2022,1,23,12,0.73,0.294,"low","low","low","oksatellite","perfecttide","perfect satellite"
2022-01-23,9.74651703525,2022,1,23,11,0.761,0.359,"low","low","low","oksatellite","perfecttide","perfect satellite"
